"","lon","lat","sif"
"1",-52.86,-22.51,0.865468978881836
"2",-52.71,-22.41,0.171469688415527
"3",-52.68,-22.54,0.249409675598145
"4",-52.68,-22.41,0.341476440429688
"5",-52.65,-22.56,0.39638614654541
"6",-52.64,-22.54,0.120913505554199
"7",-52.63,-22.5,0.0309152603149414
"8",-52.62,-22.56,0.007049560546875
"9",-52.62,-22.54,0.43034553527832
"10",-52.61,-22.54,0.0851888656616211
"11",-52.61,-22.53,0.0695104598999023
"12",-52.58,-22.31,0.00298976898193359
"13",-52.56,-22.55,0.200222969055176
"14",-52.53,-22.34,0.0726194381713867
"15",-52.52,-22.58,0.221895217895508
"16",-52.5,-22.26,0.068181037902832
"17",-52.49,-22.37,0.402719497680664
"18",-52.47,-22.37,0.354720115661621
"19",-52.45,-22.28,0.310311317443848
"20",-52.45,-22.25,0.255523681640625
"21",-52.44,-22.53,0.138339042663574
"22",-52.42,-22.33,0.393536567687988
"23",-52.42,-22.26,0.24831485748291
"24",-52.42,-22.22,0.15638256072998
"25",-52.41,-22.26,0.0506925582885742
"26",-52.41,-22.18,0.125714302062988
"27",-52.39,-22.3,0.242447853088379
"28",-52.39,-22.19,0.250924110412598
"29",-52.36,-22.27,0.325950622558594
"30",-52.35,-22.57,0.425308227539062
"31",-52.31,-22.45,0.497533798217773
"32",-51.87,-21.4,0.429174423217773
"33",-51.85,-21.17,0.0660266876220703
"34",-51.76,-21.59,0.418411254882812
"35",-51.76,-21.58,0.00210380554199219
"36",-51.75,-21.63,0.300488471984863
"37",-51.75,-21.57,0.279914855957031
"38",-51.7,-21.38,0.457706451416016
"39",-51.69,-21.32,0.502414703369141
"40",-51.66,-21.38,0.735525131225586
"41",-51.65,-22.39,0.19143009185791
"42",-51.64,-22.4,0.224684715270996
"43",-51.62,-20.99,0.246673583984375
"44",-51.61,-22.59,0.209446907043457
"45",-51.61,-22.37,0.0298252105712891
"46",-51.6,-21.84,0.203965187072754
"47",-51.59,-22.46,0.236985206604004
"48",-51.59,-20.85,0.226456642150879
"49",-51.57,-22.67,0.141252517700195
"50",-51.57,-21.19,0.343632698059082
"51",-51.56,-21.15,0.0804538726806641
"52",-51.55,-21.53,0.16340446472168
"53",-51.53,-22.08,0.298657417297363
"54",-51.53,-21.17,0.374561309814453
"55",-51.52,-21.12,0.15804386138916
"56",-51.52,-21.09,0.869336128234863
"57",-51.51,-21.26,0.155346870422363
"58",-51.51,-21.16,0.365025520324707
"59",-51.48,-20.58,0.414642333984375
"60",-51.47,-22.31,0.283572196960449
"61",-51.45,-22.34,0.194639205932617
"62",-51.45,-21.52,0.0808620452880859
"63",-51.45,-21.24,0.159970283508301
"64",-51.43,-21.61,0.141314506530762
"65",-51.43,-21.51,0.406414985656738
"66",-51.4,-22.55,0.394396781921387
"67",-51.4,-22.19,0.157309532165527
"68",-51.4,-22.13,0.234477996826172
"69",-51.39,-22.3,0.233592987060547
"70",-51.39,-21.7,0.565234184265137
"71",-51.39,-21.52,0.194910049438477
