"","lon","lat","sif"
"1",-52.74,-22.39,0.423060417175293
"2",-52.7,-22.38,0.181155204772949
"3",-52.68,-22.55,0.143925666809082
"4",-52.67,-22.41,0.051823616027832
"5",-52.66,-22.36,0.0222654342651367
"6",-52.65,-22.55,0.129461288452148
"7",-52.65,-22.35,0.498011589050293
"8",-52.65,-22.33,0.322087287902832
"9",-52.64,-22.44,0.255596160888672
"10",-52.64,-22.38,0.0161609649658203
"11",-52.64,-22.33,0.120182991027832
"12",-52.61,-22.49,0.276588439941406
"13",-52.48,-22.32,0.315694808959961
"14",-52.48,-22.3,0.291486740112305
"15",-52.47,-22.37,0.259555816650391
"16",-52.46,-22.58,0.245370864868164
"17",-52.46,-22.33,0.365192413330078
"18",-52.46,-22.3,0.305049896240234
"19",-52.46,-22.28,0.482078552246094
"20",-52.44,-22.59,0.0570621490478516
"21",-52.44,-22.58,0.0633630752563477
"22",-52.44,-22.5,0.146815299987793
"23",-52.43,-22.54,0.214312553405762
"24",-52.43,-22.3,0.0355091094970703
"25",-52.43,-22.22,1.1313533782959
"26",-52.42,-22.43,0.378411293029785
"27",-52.42,-22.33,0.241397857666016
"28",-52.42,-22.28,0.306943893432617
"29",-52.41,-22.49,0.188999176025391
"30",-52.41,-22.39,0.158738136291504
"31",-52.4,-22.29,0.425258636474609
"32",-52.39,-22.59,0.357961654663086
"33",-52.39,-22.31,0.0103216171264648
"34",-52.38,-22.59,0.197154998779297
"35",-52.38,-22.47,0.506251335144043
"36",-52.38,-22.35,0.406132698059082
"37",-52.37,-22.53,0.279651641845703
"38",-52.37,-22.51,0.0966835021972656
"39",-52.36,-22.51,0.510137557983398
"40",-52.35,-22.51,0.311745643615723
"41",-52.34,-22.55,0.995297431945801
"42",-52.34,-22.51,0.547138214111328
"43",-52.33,-22.5,0.655330657958984
"44",-52.32,-22.49,0.681313514709473
"45",-52.32,-22.29,0.995946884155273
"46",-52.31,-22.59,0.658235549926758
"47",-52.31,-22.49,0.641830444335938
"48",-52.29,-22.57,0.62947940826416
"49",-52.28,-22.53,0.49852466583252
"50",-52.28,-22.45,0.584250450134277
"51",-51.89,-21.47,0.147928237915039
"52",-51.86,-21.57,0.353160858154297
"53",-51.85,-21.65,0.236503601074219
"54",-51.85,-21.56,0.508083343505859
"55",-51.84,-21.83,0.18678092956543
"56",-51.84,-21.66,0.169866561889648
"57",-51.84,-21.41,0.110158920288086
"58",-51.82,-21.68,0.236164093017578
"59",-51.8,-22,0.0960445404052734
"60",-51.8,-21.94,0.535975456237793
"61",-51.8,-21.79,0.25648021697998
"62",-51.79,-21.93,0.207502365112305
"63",-51.78,-21.93,0.103404998779297
"64",-51.78,-21.77,0.314170837402344
"65",-51.77,-21.98,0.417420387268066
"66",-51.75,-21.99,0.281037330627441
"67",-51.74,-22.3,0.398977279663086
"68",-51.72,-22.39,0.452724456787109
"69",-51.72,-22.33,0.261556625366211
"70",-51.72,-22.12,0.337008476257324
"71",-51.69,-22.34,0.217260360717773
"72",-51.68,-22.33,0.250519752502441
"73",-51.67,-22.51,0.445175170898438
"74",-51.67,-22.49,0.283167839050293
"75",-51.67,-22.3,0.570450782775879
"76",-51.66,-22.59,0.316899299621582
"77",-51.66,-22.44,0.522247314453125
"78",-51.63,-22.42,0.476309776306152
"79",-51.62,-22.5,0.391124725341797
"80",-51.59,-22.65,0.509696960449219
"81",-51.57,-21.01,0.266806602478027
"82",-51.57,-20.72,0.106295585632324
"83",-51.54,-20.77,0.143612861633301
"84",-51.53,-20.77,0.0934295654296875
"85",-51.52,-21.25,0.193567276000977
"86",-51.52,-20.73,0.383340835571289
"87",-51.5,-22.22,0.318916320800781
"88",-51.5,-21.12,0.233503341674805
"89",-51.5,-20.96,0.237756729125977
"90",-51.49,-21.29,0.388821601867676
"91",-51.49,-21.18,0.170408248901367
"92",-51.49,-20.63,0.28093433380127
"93",-51.48,-20.99,0.33125114440918
"94",-51.47,-21.19,0.246601104736328
"95",-51.47,-21.18,0.159019470214844
"96",-51.46,-20.62,0.254935264587402
"97",-51.46,-20.58,0.431488990783691
"98",-51.45,-21.54,0.406598091125488
"99",-51.45,-21.51,0.474003791809082
"100",-51.45,-20.83,0.0634660720825195
"101",-51.44,-21.17,0.350888252258301
"102",-51.44,-20.74,0.193181991577148
"103",-51.44,-20.73,0.236142158508301
"104",-51.44,-20.71,0.877101898193359
"105",-51.43,-21.29,0.444201469421387
"106",-51.43,-20.74,0.373824119567871
"107",-51.43,-20.71,0.544888496398926
"108",-51.43,-20.6,0.0879812240600586
"109",-51.42,-21.19,0.219612121582031
"110",-51.41,-21.32,0.45472240447998
"111",-51.41,-21.19,0.376174926757812
"112",-51.41,-21.08,0.400398254394531
"113",-51.41,-20.94,0.513138771057129
"114",-51.4,-21,0.0399227142333984
"115",-51.4,-20.78,0.402750968933105
"116",-51.39,-21.35,0.267854690551758
"117",-51.39,-20.85,0.657066345214844
"118",-51.39,-20.83,0.0915327072143555
"119",-51.38,-21.32,0.653173446655273
"120",-51.38,-20.86,0.12197208404541
"121",-51.37,-21.3,0.0488662719726562
"122",-51.37,-20.46,0.11322021484375
"123",-51.36,-22,0.46425724029541
"124",-51.36,-20.52,0.4962158203125
"125",-51.35,-21.28,0.592010498046875
"126",-51.34,-22.02,0.565381050109863
"127",-51.34,-20.55,0.009765625
"128",-51.34,-20.46,0.724528312683105
"129",-51.33,-22.13,0.334071159362793
"130",-51.33,-21.64,0.0308876037597656
"131",-51.32,-21.75,0.230400085449219
"132",-51.32,-20.95,0.126630783081055
"133",-51.31,-22,0.359095573425293
"134",-51.31,-21.4,0.312649726867676
"135",-51.3,-21.76,0.33879280090332
"136",-51.3,-21.47,0.0932826995849609
"137",-51.3,-21.36,0.310736656188965
"138",-51.3,-21.02,0.697771072387695
"139",-51.3,-20.64,0.0816526412963867
"140",-51.3,-20.59,0.305899620056152
"141",-51.29,-22.19,0.392202377319336
"142",-51.29,-20.72,0.137028694152832
"143",-51.28,-22.23,0.431889533996582
"144",-51.28,-21.67,0.0844049453735352
"145",-51.27,-22.15,0.35572338104248
"146",-51.27,-20.58,0.129694938659668
"147",-51.27,-20.49,0.0595321655273438
"148",-51.27,-20.48,0.187129974365234
"149",-51.26,-22.04,0.617749214172363
"150",-51.26,-22.01,0.340588569641113
"151",-51.25,-22.5,0.306803703308105
"152",-51.25,-22.03,0.061436653137207
"153",-51.25,-21.59,0.431369781494141
"154",-51.25,-20.99,0.332138061523438
"155",-51.25,-20.88,0.0661344528198242
"156",-51.25,-20.72,0.256557464599609
"157",-51.24,-22.26,0.235404968261719
"158",-51.24,-21.91,0.270193099975586
"159",-51.24,-21.84,0.276223182678223
"160",-51.24,-20.77,0.13874340057373
"161",-51.23,-22.56,0.287630081176758
"162",-51.23,-22.3,0.0787591934204102
"163",-51.23,-21.76,0.211878776550293
"164",-51.23,-21.4,0.374159812927246
"165",-51.22,-21.93,0.50890064239502
"166",-51.22,-21.81,0.35273265838623
"167",-51.22,-21.8,0.201204299926758
"168",-51.22,-21.44,0.14797306060791
"169",-51.22,-20.89,0.160696029663086
"170",-51.22,-20.74,0.0401782989501953
"171",-51.21,-21.91,0.319286346435547
"172",-51.21,-21.52,1.177490234375
"173",-51.21,-20.54,0.245101928710938
"174",-51.2,-20.81,0.164127349853516
"175",-51.2,-20.78,0.00203418731689453
"176",-51.19,-22.37,0.414687156677246
"177",-51.19,-21.2,0.370029449462891
"178",-51.19,-21.02,0.629390716552734
"179",-51.19,-21,0.0591335296630859
"180",-51.18,-21.9,0.0346240997314453
"181",-51.18,-21.16,0.0906305313110352
"182",-51.18,-21.02,0.219061851501465
"183",-51.17,-21.86,0.0568180084228516
"184",-51.17,-21.79,0.473828315734863
"185",-51.17,-21.25,0.179050445556641
"186",-51.17,-20.98,0.188958168029785
"187",-51.16,-22.23,0.440030097961426
"188",-51.16,-21.77,0.148516654968262
"189",-51.16,-21.33,0.681439399719238
"190",-51.16,-21.18,0.144420623779297
"191",-51.16,-21.14,0.0646791458129883
"192",-51.16,-21.02,1.03227043151855
"193",-51.16,-20.9,0.36163330078125
"194",-51.15,-22.19,0.247100830078125
"195",-51.15,-21.97,0.183215141296387
"196",-51.15,-21.25,0.102727890014648
"197",-51.15,-21.19,0.35438060760498
"198",-51.14,-22.68,0.452756881713867
"199",-51.14,-22.61,0.430718421936035
"200",-51.14,-22.12,0.253952980041504
"201",-51.14,-21.88,0.469575881958008
"202",-51.14,-21.06,0.467989921569824
"203",-51.14,-20.96,0.0402498245239258
"204",-51.13,-22.7,0.477890968322754
"205",-51.13,-22.65,0.155588150024414
"206",-51.13,-21.78,0.484617233276367
