"","lon","lat","sif"
"1",-53.06,-22.63,0.373982429504395
"2",-52.84,-22.51,0.200686454772949
"3",-52.81,-22.58,0.276180267333984
"4",-52.74,-22.52,0.215663909912109
"5",-52.69,-22.57,0.159431457519531
"6",-52.69,-22.39,0.0917224884033203
"7",-52.66,-22.59,0.228448867797852
"8",-52.66,-22.42,0.588620185852051
"9",-52.65,-22.34,0.222660064697266
"10",-52.64,-22.54,0.108942031860352
"11",-52.64,-22.51,0.31320858001709
"12",-52.58,-22.49,0.260836601257324
"13",-52.56,-22.55,0.41086483001709
"14",-52.54,-22.54,0.447193145751953
"15",-52.53,-22.27,0.134039878845215
"16",-52.47,-22.46,0.268064498901367
"17",-52.46,-22.24,0.148829460144043
"18",-52.45,-22.3,0.531205177307129
"19",-52.45,-22.28,0.0652189254760742
"20",-52.39,-22.58,0.250119209289551
"21",-52.39,-22.2,0.324643135070801
"22",-52.36,-22.54,0.132488250732422
"23",-52.36,-22.33,0.247532844543457
"24",-52.36,-22.23,0.182193756103516
"25",-52.35,-22.59,0.178535461425781
"26",-52.34,-22.59,0.0657005310058594
"27",-52.3,-22.27,0.246978759765625
"28",-52.3,-22.02,0.246846199035645
"29",-52.29,-22.6,0.463927268981934
"30",-52.29,-22.57,0.151239395141602
"31",-52.29,-21.98,0.437941551208496
"32",-52.28,-22.31,0.169953346252441
"33",-52.27,-22.3,0.574707984924316
"34",-52.24,-22.48,0.236680030822754
"35",-52.24,-22.34,0.186610221862793
"36",-52.22,-22.58,0.356215476989746
"37",-52.19,-22.48,0.0976591110229492
"38",-52.18,-22.57,0.232583045959473
"39",-51.68,-21.79,0.322856903076172
"40",-51.55,-20.81,0.291628837585449
"41",-51.53,-21.84,0.422901153564453
"42",-51.53,-20.7,0.278020858764648
"43",-51.52,-22.64,0.293125152587891
"44",-51.51,-22.47,0.367012023925781
"45",-51.51,-22.46,0.202276229858398
"46",-51.47,-20.86,0.0305385589599609
"47",-51.46,-21.03,0.315883636474609
"48",-51.46,-20.97,0.466670989990234
"49",-51.46,-20.65,0.214535713195801
"50",-51.45,-21.08,0.227934837341309
"51",-51.42,-21.33,0.350276947021484
"52",-51.42,-21.31,0.622076988220215
"53",-51.42,-21.02,0.212100028991699
"54",-51.42,-20.94,0.244402885437012
"55",-51.41,-21.29,0.0687599182128906
"56",-51.41,-21.02,0.313806533813477
"57",-51.4,-22.18,0.185726165771484
"58",-51.4,-21.53,0.0828971862792969
"59",-51.4,-21.21,0.354446411132812
"60",-51.39,-21.57,0.173951148986816
"61",-51.38,-21.57,0.456724166870117
"62",-51.38,-21.04,0.23847484588623
"63",-51.36,-21.68,0.332913398742676
"64",-51.36,-21.44,0.265355110168457
"65",-51.34,-21.81,0.258771896362305
"66",-51.32,-21.42,0.148964881896973
"67",-51.29,-22.06,0.216120719909668
"68",-51.29,-21.9,0.294254302978516
"69",-51.29,-21.79,0.40501880645752
"70",-51.28,-21.98,0.194293975830078
"71",-51.28,-21.97,0.351879119873047
"72",-51.28,-21.9,0.174571990966797
"73",-51.28,-20.56,0.552929878234863
"74",-51.27,-21.87,0.160298347473145
"75",-51.26,-21.84,0.0617895126342773
"76",-51.26,-21.7,0.368044853210449
"77",-51.26,-20.48,0.206731796264648
"78",-51.25,-21.61,0.101357460021973
"79",-51.25,-20.8,0.0147695541381836
"80",-51.24,-21.89,0.0904197692871094
"81",-51.24,-21.82,0.0695610046386719
"82",-51.24,-21.79,0.257036209106445
"83",-51.24,-20.76,0.369799613952637
"84",-51.24,-20.37,0.0711116790771484
"85",-51.23,-20.93,0.31373119354248
"86",-51.23,-20.75,0.126091957092285
"87",-51.22,-22.11,0.258448600769043
"88",-51.22,-22.06,0.377589225769043
"89",-51.22,-20.86,0.329392433166504
"90",-51.22,-20.78,0.340269088745117
"91",-51.22,-20.55,0.143235206604004
"92",-51.22,-20.51,0.071232795715332
"93",-51.21,-21.86,0.251030921936035
"94",-51.21,-21.81,0.389891624450684
"95",-51.2,-22.47,0.0992965698242188
"96",-51.2,-22,0.332406044006348
"97",-51.2,-20.75,0.316038131713867
"98",-51.19,-22.17,0.178390502929688
"99",-51.19,-20.75,0.260854721069336
"100",-51.18,-22.4,0.15534496307373
"101",-51.18,-22.17,0.147213935852051
"102",-51.18,-21.15,0.387566566467285
"103",-51.18,-21.08,0.771069526672363
"104",-51.18,-21.04,0.270683288574219
"105",-51.18,-20.76,0.179266929626465
"106",-51.17,-22.43,0.362818717956543
"107",-51.17,-20.91,0.237899780273438
"108",-51.17,-20.89,0.684333801269531
"109",-51.16,-22.05,0.0324230194091797
"110",-51.16,-20.61,0.057551383972168
"111",-51.16,-20.55,0.201212882995605
"112",-51.16,-20.47,0.243135452270508
"113",-51.15,-20.82,0.147451400756836
"114",-51.15,-20.81,0.0928096771240234
"115",-51.15,-20.75,0.15947437286377
"116",-51.14,-21.29,0.321280479431152
"117",-51.14,-21.26,0.244791030883789
"118",-51.14,-21.17,0.160614967346191
"119",-51.14,-21.05,0.0195331573486328
"120",-51.14,-20.96,0.123725891113281
"121",-51.14,-20.95,0.0587539672851562
"122",-51.14,-20.76,0.152159690856934
"123",-51.14,-20.63,0.24893856048584
"124",-51.12,-22.36,0.310518264770508
"125",-51.12,-21.45,0.563608169555664
"126",-51.12,-21.15,0.752598762512207
"127",-51.11,-20.93,0.187520027160645
"128",-51.09,-21.46,0.273832321166992
"129",-51.09,-20.8,0.588988304138184
"130",-51.08,-22.58,0.571257591247559
"131",-51.08,-21.52,0.18891429901123
"132",-51.08,-21.12,0.144299507141113
"133",-51.08,-20.84,0.0239353179931641
"134",-51.07,-21.59,0.291269302368164
"135",-51.07,-21.14,0.0908699035644531
"136",-51.07,-20.93,0.169118881225586
"137",-51.06,-21.34,0.0587320327758789
"138",-51.06,-21.1,0.157096862792969
"139",-51.05,-21.28,0.240873336791992
"140",-51.04,-21.52,0.525626182556152
"141",-51.04,-20.95,0.0683755874633789
"142",-51.02,-21.24,0.493896484375
"143",-51.01,-21.51,0.48002815246582
"144",-51,-21.83,0.103898048400879
"145",-51,-21.12,0.269994735717773
"146",-50.99,-21.92,0.288155555725098
"147",-50.98,-21.85,0.133681297302246
"148",-50.98,-21.76,0.415014266967773
"149",-50.97,-21.21,0.100656509399414
"150",-50.96,-21.68,0.231053352355957
"151",-50.96,-21.39,0.222165107727051
"152",-50.95,-22.02,0.232637405395508
"153",-50.95,-21.98,0.168664932250977
"154",-50.95,-21.65,0.0805225372314453
"155",-50.95,-21.39,0.0573711395263672
"156",-50.95,-21.26,0.242550849914551
"157",-50.94,-21.75,0.231130599975586
