"","Latitude","Longitude","Date","MODIS_Tile","MOD13A1_006_Line_Y_500m","MOD13A1_006_Sample_X_500m","MOD13A1_006__500m_16_days_NDVI","MOD13A1_006__500m_16_days_VI_Quality","MOD13A1_006__500m_16_days_VI_Quality_bitmask","MOD13A1_006__500m_16_days_VI_Quality_MODLAND","MOD13A1_006__500m_16_days_VI_Quality_MODLAND_Description","MOD13A1_006__500m_16_days_VI_Quality_VI_Usefulness","MOD13A1_006__500m_16_days_VI_Quality_VI_Usefulness_Description","MOD13A1_006__500m_16_days_VI_Quality_Aerosol_Quantity","MOD13A1_006__500m_16_days_VI_Quality_Aerosol_Quantity_Description","MOD13A1_006__500m_16_days_VI_Quality_Adjacent_cloud_detected","MOD13A1_006__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description","MOD13A1_006__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction","MOD13A1_006__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description","MOD13A1_006__500m_16_days_VI_Quality_Mixed_Clouds","MOD13A1_006__500m_16_days_VI_Quality_Mixed_Clouds_Description","MOD13A1_006__500m_16_days_VI_Quality_Land.Water_Mask","MOD13A1_006__500m_16_days_VI_Quality_Land.Water_Mask_Description","MOD13A1_006__500m_16_days_VI_Quality_Possible_snow.ice","MOD13A1_006__500m_16_days_VI_Quality_Possible_snow.ice_Description","MOD13A1_006__500m_16_days_VI_Quality_Possible_shadow","MOD13A1_006__500m_16_days_VI_Quality_Possible_shadow_Description","lon","lat","flag_br","flag_norte","flag_nordeste","flag_sul","flag_sudeste","flag_centroeste"
"1",-24.24708176,-48.48970795,"2014-12-19","h13v11",1019,1389,0.8645,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"2",-24.24708176,-48.48970795,"2015-01-01","h13v11",1019,1389,0.8645,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"3",-24.24708176,-48.48970795,"2015-01-17","h13v11",1019,1389,0.8403,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"4",-24.24708176,-48.48970795,"2015-02-18","h13v11",1019,1389,0.8577,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"5",-24.24708176,-48.48970795,"2015-03-06","h13v11",1019,1389,0.9206,2441,"0b0000100110001001","0b01","VI produced, but check other QA","0b0010","Decreasing quality (0010)","0b10","Average","0b1","Yes","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"6",-24.24708176,-48.48970795,"2015-03-22","h13v11",1019,1389,0.8806,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"7",-24.24708176,-48.48970795,"2015-04-07","h13v11",1019,1389,0.8789999,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"8",-24.24708176,-48.48970795,"2015-04-23","h13v11",1019,1389,0.8866,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"9",-24.24708176,-48.48970795,"2015-05-09","h13v11",1019,1389,0.9054,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"10",-24.24708176,-48.48970795,"2015-05-25","h13v11",1019,1389,0.8958,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"11",-24.24708176,-48.48970795,"2015-06-10","h13v11",1019,1389,0.8947,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"12",-24.24708176,-48.48970795,"2015-06-26","h13v11",1019,1389,0.8962,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"13",-24.24708176,-48.48970795,"2015-07-12","h13v11",1019,1389,0.8799,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"14",-24.24708176,-48.48970795,"2015-07-28","h13v11",1019,1389,0.8756,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"15",-24.24708176,-48.48970795,"2015-08-13","h13v11",1019,1389,0.8583,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"16",-24.24708176,-48.48970795,"2015-08-29","h13v11",1019,1389,0.8516,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"17",-24.24708176,-48.48970795,"2015-09-14","h13v11",1019,1389,0.8506,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"18",-24.24708176,-48.48970795,"2015-09-30","h13v11",1019,1389,0.8145,2181,"0b0000100010000101","0b01","VI produced, but check other QA","0b0001","Lower quality","0b10","Average","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"19",-24.24708176,-48.48970795,"2015-10-16","h13v11",1019,1389,0.7932,2257,"0b0000100011010001","0b01","VI produced, but check other QA","0b0100","Decreasing quality (0100)","0b11","High","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"20",-24.24708176,-48.48970795,"2015-11-01","h13v11",1019,1389,0.883,2441,"0b0000100110001001","0b01","VI produced, but check other QA","0b0010","Decreasing quality (0010)","0b10","Average","0b1","Yes","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"21",-24.24708176,-48.48970795,"2015-11-17","h13v11",1019,1389,0.8355,2253,"0b0000100011001101","0b01","VI produced, but check other QA","0b0011","Decreasing quality (0011)","0b11","High","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"22",-24.24708176,-48.48970795,"2015-12-03","h13v11",1019,1389,0.8513,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"23",-24.24708176,-48.48970795,"2015-12-19","h13v11",1019,1389,0.9062,2120,"0b0000100001001000","0b00","VI produced with good quality","0b0010","Decreasing quality (0010)","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"24",-24.24708176,-48.48970795,"2016-01-01","h13v11",1019,1389,0.9062,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"25",-24.24708176,-48.48970795,"2016-01-17","h13v11",1019,1389,0.901,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"26",-24.24708176,-48.48970795,"2016-02-02","h13v11",1019,1389,0.6827,2058,"0b0000100000001010","0b10","Pixel produced, but most probably cloudy","0b0010","Decreasing quality (0010)","0b00","Climatology","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"27",-24.24708176,-48.48970795,"2016-02-18","h13v11",1019,1389,0.167,2062,"0b0000100000001110","0b10","Pixel produced, but most probably cloudy","0b0011","Decreasing quality (0011)","0b00","Climatology","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"28",-24.24708176,-48.48970795,"2016-03-05","h13v11",1019,1389,0.9080999,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"29",-24.24708176,-48.48970795,"2016-04-06","h13v11",1019,1389,0.9052,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"30",-24.24708176,-48.48970795,"2016-04-22","h13v11",1019,1389,0.8604,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"31",-24.24708176,-48.48970795,"2016-05-08","h13v11",1019,1389,0.86,2376,"0b0000100101001000","0b00","VI produced with good quality","0b0010","Decreasing quality (0010)","0b01","Low","0b1","Yes","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"32",-24.24708176,-48.48970795,"2016-05-24","h13v11",1019,1389,0.8584,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"33",-24.24708176,-48.48970795,"2016-06-09","h13v11",1019,1389,0.8534999,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"34",-24.24708176,-48.48970795,"2016-06-25","h13v11",1019,1389,0.8478,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"35",-24.24708176,-48.48970795,"2016-07-11","h13v11",1019,1389,0.8291,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"36",-24.24708176,-48.48970795,"2016-07-27","h13v11",1019,1389,0.8432,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"37",-24.24708176,-48.48970795,"2016-08-12","h13v11",1019,1389,0.8611,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"38",-24.24708176,-48.48970795,"2016-08-28","h13v11",1019,1389,0.8536,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"39",-24.24708176,-48.48970795,"2016-09-13","h13v11",1019,1389,0.8524,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"40",-24.24708176,-48.48970795,"2016-09-29","h13v11",1019,1389,0.829,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"41",-24.24708176,-48.48970795,"2016-10-15","h13v11",1019,1389,0.834,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"42",-24.24708176,-48.48970795,"2016-10-31","h13v11",1019,1389,0.6675,3094,"0b0000110000010110","0b10","Pixel produced, but most probably cloudy","0b0101","Decreasing quality (0101)","0b00","Climatology","0b0","No","0b0","No","0b1","Yes","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"43",-24.24708176,-48.48970795,"2016-11-16","h13v11",1019,1389,0.8648,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"44",-24.24708176,-48.48970795,"2016-12-02","h13v11",1019,1389,0.8664,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"45",-24.24708176,-48.48970795,"2016-12-18","h13v11",1019,1389,0.8543,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"46",-24.24708176,-48.48970795,"2017-01-01","h13v11",1019,1389,0.8715,2257,"0b0000100011010001","0b01","VI produced, but check other QA","0b0100","Decreasing quality (0100)","0b11","High","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"47",-24.24708176,-48.48970795,"2017-01-17","h13v11",1019,1389,0.2933,2058,"0b0000100000001010","0b10","Pixel produced, but most probably cloudy","0b0010","Decreasing quality (0010)","0b00","Climatology","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"48",-24.24708176,-48.48970795,"2017-02-02","h13v11",1019,1389,0.8992,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"49",-24.24708176,-48.48970795,"2017-02-18","h13v11",1019,1389,0.8491,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"50",-24.24708176,-48.48970795,"2017-03-06","h13v11",1019,1389,0.8838,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"51",-24.24708176,-48.48970795,"2017-03-22","h13v11",1019,1389,0.9106,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"52",-24.24708176,-48.48970795,"2017-04-07","h13v11",1019,1389,0.9043,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"53",-24.24708176,-48.48970795,"2017-04-23","h13v11",1019,1389,0.9005,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"54",-24.24708176,-48.48970795,"2017-05-09","h13v11",1019,1389,0.8957,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"55",-24.24708176,-48.48970795,"2017-05-25","h13v11",1019,1389,0.8868999,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"56",-24.24708176,-48.48970795,"2017-06-10","h13v11",1019,1389,0.8695,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"57",-24.24708176,-48.48970795,"2017-06-26","h13v11",1019,1389,0.8859,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"58",-24.24708176,-48.48970795,"2017-07-12","h13v11",1019,1389,0.8406,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"59",-24.24708176,-48.48970795,"2017-07-28","h13v11",1019,1389,0.8643,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"60",-24.24708176,-48.48970795,"2017-08-13","h13v11",1019,1389,0.8648,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"61",-24.24708176,-48.48970795,"2017-08-29","h13v11",1019,1389,0.8355,2112,"0b0000100001000000","0b00","VI produced with good quality","0b0000","Highest quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"62",-24.24708176,-48.48970795,"2017-09-14","h13v11",1019,1389,0.8255,2185,"0b0000100010001001","0b01","VI produced, but check other QA","0b0010","Decreasing quality (0010)","0b10","Average","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"63",-24.24708176,-48.48970795,"2017-09-30","h13v11",1019,1389,0.8283,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"64",-24.24708176,-48.48970795,"2017-10-16","h13v11",1019,1389,0.86,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"65",-24.24708176,-48.48970795,"2017-11-01","h13v11",1019,1389,0.8737,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"66",-24.24708176,-48.48970795,"2017-11-17","h13v11",1019,1389,0.8539,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"67",-24.24708176,-48.48970795,"2017-12-03","h13v11",1019,1389,0.8701,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"68",-24.24708176,-48.48970795,"2017-12-19","h13v11",1019,1389,0.5178,2062,"0b0000100000001110","0b10","Pixel produced, but most probably cloudy","0b0011","Decreasing quality (0011)","0b00","Climatology","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"69",-24.24708176,-48.48970795,"2018-01-01","h13v11",1019,1389,0.8541,2120,"0b0000100001001000","0b00","VI produced with good quality","0b0010","Decreasing quality (0010)","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"70",-24.24708176,-48.48970795,"2018-01-17","h13v11",1019,1389,0.9012,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"71",-24.24708176,-48.48970795,"2018-02-02","h13v11",1019,1389,0.8867,2116,"0b0000100001000100","0b00","VI produced with good quality","0b0001","Lower quality","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"72",-24.24708176,-48.48970795,"2018-02-18","h13v11",1019,1389,0.898,2185,"0b0000100010001001","0b01","VI produced, but check other QA","0b0010","Decreasing quality (0010)","0b10","Average","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"73",-24.24708176,-48.48970795,"2018-03-06","h13v11",1019,1389,0.8735,2120,"0b0000100001001000","0b00","VI produced with good quality","0b0010","Decreasing quality (0010)","0b01","Low","0b0","No","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"74",-24.24708176,-48.48970795,"2018-03-22","h13v11",1019,1389,0.9098,2445,"0b0000100110001101","0b01","VI produced, but check other QA","0b0011","Decreasing quality (0011)","0b10","Average","0b1","Yes","0b0","No","0b0","No","0b001","Land (Nothing else but land)","0b0","No","0b0","No",-48.48970795,-24.24708176,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
